Block Name,Block Number,Point ID,Points_m_XYZ_0,Points_m_XYZ_1,Points_m_XYZ_2,Points_m_XYZ_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,13056,-56.3343,-83.4562,26.9798,104.242,397211329,21402,104.242,63,15,397211329,15
dataset_1,1,11964,-41.88,-83.4505,1.62978,93.384,397209472,20665,93.384,63,1,397209472,1
dataset_1,1,11938,-41.4976,-83.4135,1.62622,93.18,397209361,20645,93.18,63,1,397209361,1
dataset_1,1,13027,-55.8873,-83.389,26.898,103.926,397211218,21383,103.926,63,15,397211218,15
dataset_1,1,11910,-41.0947,-83.3319,1.62182,92.928,397209251,20625,92.928,63,1,397209251,1
dataset_1,1,12997,-55.4183,-83.3165,26.8121,103.594,397211108,21363,103.594,63,15,397211108,15
dataset_1,1,11883,-40.7224,-83.2719,1.61801,92.71,397209140,20606,92.71,63,1,397209140,1
dataset_1,1,12967,-54.9703,-83.2403,26.7288,103.272,397210997,21344,103.272,63,15,397210997,15
dataset_1,1,11855,-40.3268,-83.1976,1.61382,92.47,397209030,20586,92.47,63,1,397209030,1
dataset_1,1,11826,-39.9684,-83.1597,1.61051,92.28,397208919,20567,92.28,63,1,397208919,1
dataset_1,1,12939,-54.4824,-83.1311,26.6325,102.9,397210887,21324,102.9,63,15,397210887,15
dataset_1,1,12881,-53.5821,-82.984,26.4679,102.264,397210666,21285,102.264,63,15,397210666,15
dataset_1,1,11739,-38.8286,-82.9655,1.59892,91.616,397208587,20508,91.616,63,1,397208587,1
dataset_1,1,12851,-53.1419,-82.9042,26.3861,101.948,397210555,21266,101.948,63,15,397210555,15
dataset_1,1,11710,-38.4428,-82.8937,1.59494,91.388,397208477,20488,91.388,63,1,397208477,1
dataset_1,1,12822,-52.7059,-82.8274,26.3059,101.638,397210444,21247,101.638,63,15,397210444,15
dataset_1,1,11681,-38.0667,-82.8009,1.59072,91.146,397209140,20469,91.146,63,1,397209140,1
dataset_1,1,12791,-52.2679,-82.7756,26.2313,101.35,397210334,21227,101.35,63,15,397210334,15
dataset_1,1,11620,-37.3425,-82.7045,1.58395,90.758,397208919,20430,90.758,63,1,397208919,1
dataset_1,1,10786,-26.947,-82.6887,1.51805,86.982,397206928,19805,86.982,63,1,397206928,1
dataset_1,1,12760,-51.7981,-82.6694,26.1402,100.998,397210223,21207,100.998,63,15,397210223,15
dataset_1,1,12730,-51.388,-82.6226,26.0714,100.732,397210113,21188,100.732,63,15,397210113,15
dataset_1,1,12699,-50.9289,-82.5253,25.9844,100.396,397210776,21168,100.396,63,15,397210776,15
dataset_1,1,12669,-50.5015,-82.4433,25.9057,100.092,397210665,21149,100.092,63,15,397210665,15
dataset_1,1,12639,-50.076,-82.3929,25.8348,99.818,397210555,21129,99.818,63,15,397210555,15
dataset_1,1,12607,-49.6534,-82.3439,25.7649,99.548,397210444,21109,99.548,63,15,397210444,15
dataset_1,1,12578,-49.2065,-82.218,25.6743,99.198,397210334,21090,99.198,63,15,397210334,15
dataset_1,1,12548,-48.8013,-82.1581,25.605,98.93,397210223,21071,98.93,63,15,397210223,15
dataset_1,1,12518,-48.3642,-82.0733,25.5258,98.624,397210113,21051,98.624,63,15,397210113,15
dataset_1,1,12487,-47.9738,-82.0315,25.4631,98.382,397210002,21032,98.382,63,15,397210002,15
dataset_1,1,12457,-47.5475,-81.9578,25.3886,98.094,397209891,21012,98.094,63,15,397209891,15
dataset_1,1,12428,-47.1349,-81.904,25.3208,97.832,397209781,20992,97.832,63,15,397209781,15
dataset_1,1,12401,-46.7174,-81.8048,25.2421,97.528,397209670,20973,97.528,63,15,397209670,15
dataset_1,1,12371,-46.3278,-81.7509,25.1779,97.28,397209560,20954,97.28,63,15,397209560,15
dataset_1,1,9512,-8.77402,-81.6957,1.4342,82.178,397204053,18613,82.178,63,1,397204053,1
dataset_1,1,12341,-45.9153,-81.6864,25.1086,97.012,397210223,20934,97.012,63,15,397210223,15
dataset_1,1,10807,-26.9162,-81.674,1.50105,86.008,397207039,19824,86.008,63,1,397207039,1
dataset_1,1,9608,-10.1477,-81.3551,1.43106,81.998,397204606,18711,81.998,63,1,397204606,1
dataset_1,1,9571,-9.55756,-81.2373,1.42778,81.81,397204384,18671,81.81,63,1,397204384,1
dataset_1,1,9591,-9.85452,-81.1957,1.42768,81.804,397204495,18692,81.804,63,1,397204495,1
dataset_1,1,9647,-10.6895,-81.1949,1.42949,81.908,397204827,18750,81.908,63,1,397204827,1
dataset_1,1,12119,-42.721,-81.0961,24.5604,94.894,397209338,20778,94.894,63,15,397209338,15
dataset_1,1,10899,-27.9622,-81.0701,1.49689,85.77,397207481,19903,85.77,63,1,397207481,1
dataset_1,1,12090,-42.3061,-80.993,24.4843,94.6,397209228,20758,94.6,63,15,397209228,15
dataset_1,1,12063,-41.9636,-80.9905,24.4413,94.434,397209117,20739,94.434,63,15,397209117,15
dataset_1,1,10829,-26.9891,-80.9905,1.49012,85.382,397207149,19843,85.382,63,1,397207149,1
dataset_1,1,10852,-27.2997,-80.9791,1.49166,85.47,397207260,19863,85.47,63,1,397207260,1
dataset_1,1,12037,-41.5614,-80.9045,24.3714,94.164,397209007,20719,94.164,63,15,397209007,15
dataset_1,1,12011,-41.1937,-80.8821,24.3212,93.97,397209670,20699,93.97,63,15,397209670,15
dataset_1,1,8607,4.91804,-80.8725,21.7097,83.88,397202481,17652,83.88,63,15,397202481,15
dataset_1,1,11987,-40.7971,-80.7995,24.2534,93.708,397209559,20679,93.708,63,15,397209559,15
dataset_1,1,10856,-27.2485,-80.7342,7.45478,85.534,397207269,19865,85.534,63,5,397207269,5
dataset_1,1,11962,-40.4392,-80.72,24.1913,93.468,397209449,20661,93.468,63,15,397209449,15
dataset_1,1,10763,-25.929,-80.7108,22.715,87.764,397206795,19781,87.764,63,15,397206795,15
dataset_1,1,11936,-40.0481,-80.6409,24.1256,93.214,397209338,20641,93.214,63,15,397209338,15
dataset_1,1,11908,-39.681,-80.6069,24.0738,93.014,397209228,20621,93.014,63,15,397209228,15
dataset_1,1,11881,-39.3092,-80.5245,24.0101,92.768,397209117,20602,92.768,63,15,397209117,15
dataset_1,1,11853,-38.9337,-80.4665,23.9522,92.544,397209007,20582,92.544,63,15,397209007,15
dataset_1,1,11824,-38.5864,-80.4279,23.9025,92.352,397208896,20563,92.352,63,15,397208896,15
dataset_1,1,11795,-38.2108,-80.3269,23.8346,92.09,397208785,20544,92.09,63,15,397208785,15
dataset_1,1,11708,-37.1208,-80.1897,23.6773,91.482,397208454,20484,91.482,63,15,397208454,15
dataset_1,1,11679,-36.7515,-80.0876,23.611,91.226,397209117,20465,91.226,63,15,397209117,15
dataset_1,1,7334,19.3384,-79.9355,1.43553,82.254,397199850,16640,82.254,63,1,397199850,1
dataset_1,1,11588,-35.68,-79.9132,23.45,90.604,397208785,20406,90.604,63,15,397208785,15
dataset_1,1,9628,-10.2464,-79.875,4.22037,80.64,397204721,18731,80.64,63,3,397204721,3
dataset_1,1,11558,-35.3264,-79.8315,23.3915,90.378,397208675,20387,90.378,63,15,397208675,15
dataset_1,1,9551,-9.1272,-79.7372,4.20614,80.368,397204278,18653,80.368,63,3,397204278,3
dataset_1,1,10610,-23.3127,-79.6202,10.1866,83.586,397206721,19632,83.586,63,7,397206721,7
dataset_1,1,8282,8.94065,-79.5823,21.4582,82.908,397201596,17359,82.908,63,15,397201596,15
dataset_1,1,8239,9.48938,-79.4623,21.4432,82.85,397201375,17319,82.85,63,15,397201375,15
dataset_1,1,9649,-10.4601,-79.3457,4.19431,80.142,397204831,18751,80.142,63,3,397204831,3
dataset_1,1,4059,60.5476,-79.1357,12.2345,100.39,397194113,14258,100.39,63,7,397194113,7
dataset_1,1,4088,60.1227,-79.1227,12.2016,100.12,397194224,14277,100.12,63,7,397194224,7
dataset_1,1,4061,60.2843,-78.8201,15.7167,100.468,397194118,14259,100.468,63,9,397194118,9
dataset_1,1,4031,60.6169,-78.6843,15.7317,100.564,397194007,14239,100.564,63,9,397194007,9
dataset_1,1,10805,-25.8581,-78.6477,22.1834,85.71,397207016,19820,85.71,63,15,397207016,15
dataset_1,1,10850,-26.3417,-78.3179,22.1404,85.544,397207237,19859,85.544,63,15,397207237,15
dataset_1,1,10480,-21.1166,-77.991,9.9209,81.406,397206831,19515,81.406,63,7,397206831,7
dataset_1,1,10458,-20.7833,-77.836,9.89189,81.168,397206721,19495,81.168,63,7,397206721,7
dataset_1,1,10502,-21.1409,-77.0668,9.81219,80.514,397206942,19534,80.514,63,7,397206942,7
dataset_1,1,10654,-23.1073,-76.9231,12.7213,81.32,397206947,19672,81.32,63,9,397206947,9
dataset_1,1,10645,-22.8488,-76.4498,21.38,82.606,397206905,19664,82.606,63,15,397206905,15
dataset_1,1,10673,-23.2009,-76.2675,12.6261,80.712,397207057,19692,80.712,63,9,397207057,9
dataset_1,1,10834,-25.4468,-76.2293,9.86752,80.968,397207163,19846,80.968,63,7,397207163,7
dataset_1,1,10543,-21.2762,-75.49,9.63012,79.02,397206389,19574,79.02,62,7,397206389,7
dataset_1,1,9668,-9.91726,-73.4462,1.29364,74.124,397204937,18769,74.124,53,1,397204937,1
dataset_1,1,9707,-10.3596,-72.9731,1.28652,73.716,397205159,18808,73.716,52,1,397205159,1
dataset_1,1,9748,-10.8626,-72.8576,3.86051,73.764,397204610,18848,73.764,46,3,397204610,3
dataset_1,1,9687,-10.0495,-72.5158,1.27787,73.22,397205048,18789,73.22,52,1,397205048,1
dataset_1,1,9728,-10.5467,-72.3833,3.8335,73.248,397205274,18829,73.248,45,3,397205274,3
dataset_1,1,14544,-70.9708,-71.07,23.188,103.08,397213646,22496,103.08,63,13,397213646,13
dataset_1,1,14486,-69.9287,-71.0111,23.0089,102.284,397213425,22456,102.284,63,13,397213425,13
dataset_1,1,14515,-70.2942,-70.9103,23.0516,102.474,397213536,22475,102.474,63,13,397213536,13
dataset_1,1,2563,76.4888,-69.8684,12.72,104.374,397191459,13241,104.374,63,7,397191459,7
dataset_1,1,14091,-61.8979,-69.6438,21.5112,95.626,397212540,22163,95.626,63,13,397212540,13
dataset_1,1,13831,-57.4143,-69.205,20.7598,92.286,397212208,21968,92.286,63,13,397212208,13
dataset_1,1,13935,-58.7127,-68.8411,20.8885,92.858,397212651,22046,92.858,63,13,397212651,13
dataset_1,1,13025,-45.9682,-68.6146,19.0673,84.762,397211214,21382,84.762,63,13,397211214,13
dataset_1,1,13883,-57.6438,-68.5028,20.6694,91.884,397212430,22008,91.884,63,13,397212430,13
dataset_1,1,13054,-46.1835,-68.444,19.0624,84.74,397211324,21401,84.74,63,13,397211324,13
dataset_1,1,13166,-47.1161,-67.7911,19.0597,84.728,397210993,21480,84.728,6,13,397210993,13
dataset_1,1,13650,-53.1215,-67.2152,19.779,87.926,397212209,21832,87.926,63,13,397212209,13
dataset_1,1,13220,-47.3833,-67.1949,18.9823,84.384,397211214,21519,84.384,63,13,397211214,13
dataset_1,1,13569,-51.8803,-67.0527,19.573,87.01,397211878,21773,87.01,63,13,397211878,13
dataset_1,1,13462,-50.4005,-67.0296,19.3615,86.07,397211435,21694,86.07,63,13,397211435,13
dataset_1,1,2743,70.3595,-66.9791,11.9276,97.872,397192123,13359,97.872,63,7,397192123,7
dataset_1,1,13245,-47.5471,-66.9548,18.9589,84.28,397211325,21538,84.28,63,13,397211325,13
dataset_1,1,13623,-52.4727,-66.8728,19.6243,87.238,397212099,21812,87.238,63,13,397212099,13
dataset_1,1,13272,-47.8135,-66.8344,18.9719,84.338,397211435,21558,84.338,63,13,397211435,13
dataset_1,1,13542,-51.2875,-66.7667,19.4371,86.406,397211767,21753,86.406,63,13,397211767,13
dataset_1,1,13677,-52.8454,-66.4119,19.5941,87.104,397212320,21851,87.104,63,13,397212320,13
dataset_1,1,13703,-53.0702,-66.2424,19.5959,87.112,397212430,21870,87.112,63,13,397212430,13
dataset_1,1,13571,-51.1905,-66.1372,22.4096,86.584,397211882,21774,86.584,63,15,397211882,15
dataset_1,1,12909,-42.7232,-65.6874,18.0906,80.42,397210772,21304,80.42,63,13,397210772,13
dataset_1,1,3012,64.6811,-65.4762,11.3007,92.728,397192344,13535,92.728,63,7,397192344,7
dataset_1,1,12911,-42.4464,-65.2371,20.8546,80.576,397210776,21305,80.576,63,15,397210776,15
dataset_1,1,2984,64.8125,-65.1755,11.2858,92.606,397192233,13516,92.606,63,7,397192233,7
dataset_1,1,6181,25.9643,-64.9812,8.59203,70.502,397197542,15822,70.502,54,7,397197542,7
dataset_1,1,12485,-37.9813,-64.9711,17.3748,77.238,397209997,21031,77.238,56,13,397209997,13
dataset_1,1,2653,69.2177,-64.5465,11.6207,95.354,397191791,13300,95.354,63,7,397191791,7
dataset_1,1,6122,26.2742,-64.4795,8.54913,70.15,397198095,15783,70.15,54,7,397198095,7
dataset_1,1,6094,26.4928,-64.4359,11.0346,70.538,397197989,15765,70.538,38,9,397197989,9
dataset_1,1,11228,-25.4079,-64.4356,15.9909,71.086,397208117,20152,71.086,41,13,397208117,13
dataset_1,1,10998,-23.21,-64.3273,8.3968,68.9,397207937,19984,68.9,53,7,397207937,7
dataset_1,1,6061,26.6835,-64.2295,8.53987,70.074,397197874,15744,70.074,54,7,397197874,7
dataset_1,1,2622,69.3304,-64.2007,11.602,95.2,397191680,13280,95.2,63,7,397191680,7
dataset_1,1,8259,7.43894,-64.1947,17.316,66.904,397201486,17339,66.904,25,15,397201486,15
dataset_1,1,11254,-25.4938,-64.0306,15.9112,70.732,397208228,20171,70.732,40,13,397208228,13
dataset_1,1,11279,-25.7169,-63.9728,15.918,70.762,397208338,20190,70.762,40,13,397208338,13
dataset_1,1,11305,-25.965,-63.944,15.9333,70.83,397208449,20210,70.83,40,13,397208449,13
dataset_1,1,5887,28.0019,-63.6996,11.0208,70.45,397197215,15627,70.45,38,9,397197215,9
dataset_1,1,2592,69.2332,-63.6855,11.5503,94.776,397191570,13261,94.776,63,7,397191570,7
dataset_1,1,5709,29.4344,-63.382,8.58058,70.408,397197321,15509,70.408,54,7,397197321,7
dataset_1,1,5680,29.6495,-63.2948,8.58204,70.42,397197210,15490,70.42,54,7,397197210,7
dataset_1,1,5910,27.5956,-63.254,1.2046,69.022,397197307,15643,69.022,44,1,397197307,1
dataset_1,1,9786,-9.85298,-63.1361,1.11538,63.91,397204827,18887,63.91,36,1,397204827,1
dataset_1,1,9726,-9.18159,-63.0917,1.11287,63.766,397205269,18828,63.766,36,1,397205269,1
dataset_1,1,9746,-9.38222,-63.0035,1.11186,63.708,397204606,18847,63.708,35,1,397204606,1
dataset_1,1,9805,-10.0434,-62.9846,1.11329,63.79,397204937,18906,63.79,36,1,397204937,1
dataset_1,1,9766,-9.60359,-62.9803,1.11203,63.718,397204716,18867,63.718,35,1,397204716,1
dataset_1,1,6096,25.7191,-62.585,13.1525,68.93,397197994,15766,68.93,43,11,397197994,11
dataset_1,1,9807,-9.98484,-62.5471,3.31946,63.426,397204942,18907,63.426,19,3,397204942,3
dataset_1,1,4819,38.7338,-62.5444,3.85549,73.668,397195763,14823,73.668,46,3,397195763,3
dataset_1,1,5827,27.9866,-62.5063,8.40899,69,397196989,15588,69,53,7,397196989,7
dataset_1,1,4792,38.9717,-62.4647,3.85852,73.726,397195653,14804,73.726,46,3,397195653,3
dataset_1,1,5974,26.6932,-62.4605,10.7583,68.772,397197547,15686,68.772,34,9,397197547,9
dataset_1,1,6065,25.9088,-62.426,13.138,68.854,397197883,15746,68.854,43,11,397197883,11
dataset_1,1,8124,8.44975,-62.4136,7.73334,63.456,397200859,17229,63.456,48,7,397200859,7
dataset_1,1,8099,8.67138,-62.4113,7.73675,63.484,397200748,17209,63.484,48,7,397200748,7
dataset_1,1,5852,27.7164,-62.3399,1.19085,68.234,397197086,15603,68.234,43,1,397197086,1
dataset_1,1,4765,39.0024,-62.0307,3.8401,73.374,397195542,14784,73.374,45,3,397195542,3
dataset_1,1,6152,24.9944,-61.9567,8.20303,67.31,397197431,15803,67.31,51,7,397197431,7
dataset_1,1,6031,25.9645,-61.8881,8.24056,67.618,397197763,15724,67.618,52,7,397197763,7
dataset_1,1,8286,6.87859,-61.8109,5.44113,62.43,397201629,17365,62.43,25,5,397201629,5
dataset_1,1,9864,-10.4339,-61.6888,16.7642,64.772,397205246,18960,64.772,19,15,397205246,15
dataset_1,1,5654,29.135,-61.6634,10.8018,69.05,397197104,15471,69.05,34,9,397197104,9
dataset_1,1,5682,28.8718,-61.6628,10.784,68.936,397197215,15491,68.936,34,9,397197215,9
dataset_1,1,5857,27.3632,-61.6323,8.2798,67.94,397197100,15606,67.94,52,7,397197100,7
dataset_1,1,6033,25.8091,-61.5478,10.5706,67.572,397197768,15725,67.572,30,9,397197768,9
dataset_1,1,5945,26.5317,-61.5173,10.6109,67.83,397197436,15667,67.83,31,9,397197436,9
dataset_1,1,5627,29.3186,-61.4954,10.7902,68.976,397196994,15451,68.976,34,9,397196994,9
dataset_1,1,5917,26.7739,-61.4877,10.6219,67.9,397197325,15647,67.9,31,9,397197325,9
dataset_1,1,6003,26.02,-61.4782,10.5734,67.59,397197657,15706,67.59,30,9,397197657,9
dataset_1,1,5770,28.0186,-61.4244,8.28955,68.02,397197542,15548,68.02,52,7,397197542,7
dataset_1,1,5600,29.5344,-61.4227,10.7946,69.004,397196883,15432,69.004,34,9,397196883,9
dataset_1,1,8466,5.14315,-61.2481,3.22117,61.548,397201735,17520,61.548,28,3,397201735,3
dataset_1,1,8422,5.56282,-61.2435,3.22285,61.58,397201513,17481,61.58,14,3,397201513,3
dataset_1,1,8398,5.77731,-61.2317,3.22327,61.588,397201403,17461,61.588,28,3,397201403,3
dataset_1,1,8350,6.1869,-61.2278,3.22515,61.624,397201956,17423,61.624,14,3,397201956,3
dataset_1,1,8444,5.35621,-61.2218,3.22075,61.54,397201624,17500,61.54,42,3,397201624,3
dataset_1,1,8373,5.98092,-61.2181,3.22358,61.594,397201292,17442,61.594,28,3,397201292,3
dataset_1,1,6059,25.4302,-61.1824,5.79673,66.51,397197869,15743,66.51,33,5,397197869,5
dataset_1,1,6029,25.6721,-61.1612,5.80318,66.584,397197759,15723,66.584,34,5,397197759,5
dataset_1,1,7859,10.4081,-61.1467,7.61586,62.492,397200527,17034,62.492,47,7,397200527,7
dataset_1,1,5859,27.1056,-61.0809,10.584,67.658,397197104,15607,67.658,31,9,397197104,9
dataset_1,1,5854,27.0781,-60.9328,3.49447,66.77,397197090,15604,66.77,28,3,397197090,3
dataset_1,1,6035,25.5346,-60.9229,12.8403,67.294,397197772,15726,67.294,43,11,397197772,11
dataset_1,1,5829,27.2086,-60.7971,10.5496,67.438,397196994,15589,67.438,30,9,397196994,9
dataset_1,1,5767,27.7333,-60.7427,3.4995,66.866,397197533,15546,66.866,28,3,397197533,3
dataset_1,1,5882,26.7308,-60.7216,3.47699,66.436,397197201,15624,66.436,27,3,397197201,3
dataset_1,1,6092,24.9722,-60.7075,8.05995,66.136,397197984,15764,66.136,50,7,397197984,7
dataset_1,1,5737,27.9379,-60.6577,3.49991,66.874,397197422,15527,66.874,28,3,397197422,3
dataset_1,1,8150,7.99573,-60.6518,7.51154,61.636,397200970,17249,61.636,46,7,397200970,7
dataset_1,1,5797,27.419,-60.6135,3.48652,66.618,397196869,15566,66.618,27,3,397196869,3
dataset_1,1,5706,28.0905,-60.433,3.49259,66.734,397197312,15507,66.734,28,3,397197312,3
dataset_1,1,5802,27.2629,-60.3525,10.4889,67.05,397196883,15569,67.05,29,9,397196883,9
dataset_1,1,5831,26.9613,-60.2728,12.8346,67.264,397196998,15590,67.264,43,11,397196998,11
dataset_1,1,5676,28.2442,-60.2401,3.48683,66.624,397197201,15488,66.624,27,3,397197201,3
dataset_1,1,5804,27.1893,-60.2177,12.843,67.308,397196888,15570,67.308,43,11,397196888,11
dataset_1,1,8020,8.98531,-60.194,7.47278,61.318,397201191,17151,61.318,46,7,397201191,7
dataset_1,1,5969,25.7544,-60.1766,3.43041,65.546,397197533,15683,65.546,24,3,397197533,3
dataset_1,1,7993,9.18278,-60.0799,7.46255,61.234,397201080,17131,61.234,46,7,397201080,7
dataset_1,1,5774,27.3676,-60.0527,12.8281,67.23,397197551,15550,67.23,43,11,397197551,11
dataset_1,1,5772,27.3726,-60.0359,10.4504,66.804,397197547,15549,66.804,28,9,397197547,9
dataset_1,1,5711,27.8596,-60.0184,10.4802,66.994,397197325,15510,66.994,29,9,397197325,9
dataset_1,1,5742,27.6037,-60.0148,10.4627,66.882,397197436,15530,66.882,29,9,397197436,9
dataset_1,1,6057,24.9371,-59.9665,3.40362,65.034,397197865,15742,65.034,23,3,397197865,3
dataset_1,1,6027,25.1323,-59.8459,3.40173,64.998,397197754,15722,64.998,23,3,397197754,3
dataset_1,1,7965,9.35919,-59.7666,5.29262,60.726,397200965,17110,60.726,21,5,397200965,5
dataset_1,1,1455,84.651,-59.6926,16.4056,104.872,397189694,12519,104.872,63,9,397189694,9
dataset_1,1,5740,27.4089,-59.5639,8.05069,66.06,397197431,15529,66.06,50,7,397197431,7
dataset_1,1,1453,84.4937,-59.5596,12.6929,104.152,397189689,12518,104.152,63,7,397189689,7
dataset_1,1,5800,26.9023,-59.5266,8.02071,65.814,397196878,15568,65.814,50,7,397196878,7
dataset_1,1,5914,25.8703,-59.3559,5.66477,64.996,397197316,15645,64.996,30,5,397197316,5
dataset_1,1,5912,25.8696,-59.3262,3.39189,64.81,397197312,15644,64.81,22,3,397197312,3
dataset_1,1,1425,84.7413,-59.2924,16.3809,104.714,397190358,12498,104.714,63,9,397190358,9
dataset_1,1,1423,84.7196,-59.2552,12.6942,104.162,397190353,12497,104.162,63,7,397190353,7
dataset_1,1,5884,26.0637,-59.2342,5.66181,64.962,397197206,15625,64.962,30,5,397197206,5
dataset_1,1,8192,7.46181,-59.0663,15.9526,61.636,397201154,17280,61.636,10,15,397201154,15
dataset_1,1,1394,84.9254,-58.9807,12.6956,104.174,397190242,12478,104.174,63,7,397190242,7
dataset_1,1,1396,84.6844,-58.8353,16.3321,104.402,397190247,12479,104.402,63,9,397190247,9
dataset_1,1,1364,85.2202,-58.7675,12.7105,104.296,397190132,12459,104.296,63,7,397190132,7
dataset_1,1,1486,82.7158,-58.7613,16.0702,102.728,397189805,12539,102.728,63,9,397189805,9
dataset_1,1,1333,85.2856,-58.3744,12.6898,104.126,397190021,12439,104.126,63,7,397190021,7
dataset_1,1,8463,4.86079,-57.2861,15.4049,59.52,397201707,17515,59.52,7,15,397201707,15
dataset_1,1,8419,5.25273,-57.2747,15.4111,59.544,397201486,17476,59.544,7,15,397201486,15
dataset_1,1,8441,5.06073,-57.2687,15.4049,59.52,397201596,17495,59.52,7,15,397201596,15
dataset_1,1,8169,7.41463,-57.1676,15.4463,59.68,397201043,17261,59.68,6,15,397201043,15
dataset_1,1,8424,5.17667,-57.1028,5.01634,57.556,397201518,17482,57.556,21,5,397201518,5
